p0,rr,entrega,cancela,reocupa,llenado,autogestion,no_show_base,no_show_medapp,reduccion_no_show_rel,ocupacion_base,ocupacion_medapp,delta_ocupacion_pp,delta_ocupacion_rel,reduccion_tiempo_asignacion
0.26069399502896157,1.1137604800047252,0.8956865489202622,0.27990488813832803,0.15105714623032168,0.9310627461642005,0.4089040482932669,0.27474972191323693,0.14953271028037382,0.45574936622649365,0.6791666666666667,0.7583333333333333,0.07916666666666661,0.1165644171779141,0.4089040482932669
0.24752862523943747,1.180856241130308,0.9550913326055992,0.22302119697158657,0.23626131280134088,0.7729234806019277,0.39634303629705314,0.25034770514603616,0.12125534950071326,0.5156522428277065,0.5614583333333333,0.6416666666666667,0.08020833333333344,0.14285714285714302,0.39634303629705314
0.29603893230337575,1.224554950454778,0.9733481949083564,0.44307188495051764,0.16067761170981787,0.8513507392979703,0.6965296891780259,0.3,0.09370988446726572,0.6876337184424476,0.5979166666666667,0.7354166666666667,0.13750000000000007,0.2299651567944252,0.6965296891780259
0.23494064399021994,1.1481252588078086,0.9259215209698277,0.45379159484938936,0.1973384281333789,0.8319850776068148,0.3279002930077515,0.21526908635794745,0.08758169934640522,0.5931524547803618,0.653125,0.7270833333333333,0.07395833333333335,0.11323763955342914,0.3279002930077515
0.24155350214003116,1.1021471426084908,0.8618885464254972,0.444166883165271,0.15381989687470995,0.8455136077410926,0.5384603133766614,0.21490683229813665,0.129366106080207,0.3980363271990368,0.6583333333333333,0.7010416666666667,0.04270833333333335,0.06487341772151911,0.5384603133766614
0.32380424447925416,1.2169874453747034,0.9488732445869958,0.3172943489827545,0.10502425258205786,0.7998559207508251,0.4039292370689529,0.33290816326530615,0.16180371352785147,0.513968921816722,0.5447916666666667,0.6583333333333333,0.11354166666666665,0.20841300191204581,0.4039292370689529
0.3259360130459754,1.1065179983844782,0.9359534233168425,0.22700457740731586,0.2905139209113423,0.829226473758912,0.39777791595071477,0.3493064312736444,0.2255541069100391,0.35428011992902164,0.5375,0.61875,0.08125000000000004,0.15116279069767447,0.39777791595071477
0.25176519768094563,1.110172612528351,0.892679080272945,0.31850997324196484,0.31952884269022536,0.788747803883793,0.2947633372821045,0.26711409395973157,0.13528591352859135,0.49352761015678115,0.56875,0.6458333333333334,0.07708333333333339,0.13553113553113572,0.2947633372821045
0.2585516682579533,1.2088729023738147,0.9125708968446613,0.378317884411585,0.09893712839627598,0.9068544165650173,0.22982923198774075,0.2330654420206659,0.11764705882352941,0.4952187771660388,0.6958333333333333,0.765625,0.0697916666666667,0.10029940119760483,0.22982923198774075
0.2748913515348368,1.13179545669752,0.884189767378558,0.4882769439975456,0.3011896148915587,0.7939860334875054,0.451794321963342,0.25161290322580643,0.13360323886639677,0.4690127686079102,0.6041666666666666,0.66875,0.06458333333333333,0.10689655172413803,0.451794321963342
0.27244684688228393,1.1965764613559646,0.9607015564095165,0.4101425325319846,0.3418286347764991,0.8574920053120237,0.3842867380316253,0.282950423216445,0.10434782608695652,0.6312151616499443,0.6177083333333333,0.7510416666666667,0.13333333333333341,0.21585160202360898,0.3842867380316253
0.3176603750500385,1.15234604885074,0.8624742839121561,0.2096872757427078,0.010324039515747785,0.9008249387604719,0.35742834293939996,0.3136574074074074,0.20531400966183574,0.3454195411519332,0.6177083333333333,0.6854166666666667,0.06770833333333337,0.1096121416526139,0.35742834293939996
0.2841243353362336,1.1745531141656675,0.8644662048439918,0.43845690107650004,0.27936136785989246,0.7712661885238524,0.5217477107599069,0.286493860845839,0.09928057553956834,0.6534635149023638,0.5447916666666667,0.6520833333333333,0.10729166666666667,0.19694072657743789,0.5217477107599069
0.2838657686505546,1.1617402333521862,0.9410807551832745,0.22008583505878768,0.1040561995231954,0.7693173780497575,0.6621142343840609,0.26549865229110514,0.15310344827586206,0.4233362506563978,0.5677083333333334,0.6395833333333333,0.07187499999999991,0.1266055045871557,0.6621142343840609
0.23833258094308446,1.0554554270935335,0.9778488901483152,0.36866545818176333,0.008366516239698241,0.8472206997817695,0.21609653730662193,0.24725943970767356,0.14698162729658792,0.4055570639876912,0.64375,0.6770833333333334,0.033333333333333326,0.05177993527508096,0.21609653730662193
0.2539990721230828,1.2294058076342913,0.8880927454280982,0.4006278508570522,0.042733966565739225,0.8176392711679626,0.2106957662820806,0.2602564102564103,0.11244979919678715,0.5679268799335273,0.6010416666666667,0.690625,0.08958333333333335,0.14904679376083196,0.2106957662820806
0.2702068529128657,1.225807719425064,0.9477712415630895,0.48243199015142546,0.010527725797089849,0.8754452062904189,0.6576443135783516,0.2858823529411765,0.09825870646766169,0.6562967057715537,0.6322916666666667,0.7552083333333334,0.12291666666666667,0.19439868204283361,0.6576443135783516
0.27822224073181945,1.1173783733868645,0.8590424539667587,0.3473390233673604,0.11632941781244331,0.78256790739231,0.3212342473801161,0.2906666666666667,0.18207681365576103,0.37358894384485886,0.5541666666666667,0.5989583333333334,0.044791666666666674,0.08082706766917291,0.3212342473801161
0.24700044454433412,1.1499229672047317,0.9176185094863134,0.452070933602978,0.016194262517849545,0.8011001063904084,0.4948236157286088,0.2471042471042471,0.09655172413793103,0.6092672413793103,0.609375,0.6822916666666666,0.07291666666666663,0.11965811965811968,0.4948236157286088
0.3314676628657657,1.132345315779368,0.9405129844418774,0.3650595796865911,0.08856938373848339,0.9218339621251989,0.44470666187646224,0.35147392290249435,0.1843088418430884,0.4756116177238582,0.5958333333333333,0.6822916666666666,0.0864583333333333,0.145104895104895,0.44470666187646224
0.23468981596753105,1.1516120382502202,0.8753729962896654,0.20197223986179755,0.074631092555058,0.9286821936421553,0.4473472411626501,0.22779043280182232,0.12295081967213115,0.4602459016393443,0.70625,0.7802083333333333,0.07395833333333324,0.10471976401179917,0.4473472411626501
0.31342135549557726,1.2151779301537988,0.9155683150936691,0.4739016410011838,0.123295046309656,0.8977406486716838,0.27714313302912197,0.34837962962962965,0.12688442211055276,0.6357869079617356,0.5864583333333333,0.7239583333333334,0.13750000000000007,0.2344582593250446,0.27714313302912197
0.3076390250726546,1.0777791923579163,0.9399497378293138,0.18958776299254498,0.14064512465833837,0.8730453138005987,0.32429527290596594,0.30624263839811544,0.2345078979343864,0.23424151789886904,0.6135416666666667,0.65625,0.04270833333333335,0.06960950764006801,0.32429527290596594
0.2760796994231957,1.1235278302308602,0.8864334728472593,0.392250677554854,0.36281530538019247,0.7712713843672206,0.3376061902548242,0.28512396694214875,0.14992721979621543,0.4741683015842879,0.540625,0.6083333333333333,0.06770833333333326,0.1252408477842002,0.3376061902548242
0.24407422141592705,1.2566196840397084,0.8844744946767645,0.2109288184517426,0.18710883952386315,0.761126765747552,0.21243461153691023,0.23841961852861035,0.10393258426966293,0.5640770465489566,0.5822916666666667,0.6645833333333333,0.08229166666666665,0.1413237924865831,0.21243461153691023
0.28556441143167877,1.0842240842410902,0.8880451485768337,0.18320336515718091,0.053053997568196336,0.8677625155538362,0.48658394298379193,0.2669962917181706,0.24111675126903553,0.09692846399699184,0.6177083333333333,0.6229166666666667,0.00520833333333337,0.008431703204047292,0.48658394298379193
0.29001368805703664,1.0870987721625303,0.8695627235497345,0.4698836928670711,0.22709660034911128,0.8486307149112268,0.3767702658005806,0.29389788293897884,0.14947089947089948,0.49141893103757506,0.590625,0.6697916666666667,0.07916666666666672,0.13403880070546736,0.3767702658005806
0.32478271630599426,1.1267874999272967,0.9263233564230303,0.12154302231838235,0.30865073250106634,0.8646793827038987,0.26307186779582337,0.3088942307692308,0.2387332521315469,0.22713593084261863,0.5989583333333334,0.6510416666666666,0.05208333333333326,0.08695652173913038,0.26307186779582337
0.3378440415622452,1.04697255404946,0.8588227830339524,0.23378150478287024,0.3809469300484094,0.8358558272020247,0.45727611240213833,0.3182957393483709,0.2398427260812582,0.24647836451636196,0.5666666666666667,0.6041666666666666,0.03749999999999998,0.06617647058823528,0.45727611240213833
0.25981010520169945,1.0652819109863128,0.9314894173761654,0.4757012504851845,0.12341049142757723,0.7764758163898684,0.6733076074979308,0.2661290322580645,0.12846715328467154,0.5172749391727494,0.56875,0.621875,0.05312499999999998,0.0934065934065933,0.6733076074979308
0.2614819563569195,1.1185535836553302,0.9740622921093572,0.26559853954331547,0.24066099513121905,0.751451446472313,0.5186976512351043,0.24175824175824176,0.1173974540311174,0.5144014401440145,0.575,0.65,0.07500000000000007,0.1304347826086958,0.5186976512351043
